rule_id,rule_code,rule_type,part_number,section,development_sub_category,canonical_use_id,canonical_use_name,applies_to
1901,C.10,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1902,C.11,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1902,C.11,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1902,C.11,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1902,C.11,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1903,C.12,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1903,C.12,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1903,C.12,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1903,C.12,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1904,C.13,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1904,C.13,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1904,C.13,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1904,C.13,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1905,C.14,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1905,C.14,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1905,C.14,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1905,C.14,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1906,C.15,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1906,C.15,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1906,C.15,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1906,C.15,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1907,C.16,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1907,C.16,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1907,C.16,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1907,C.16,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1908,C.17,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1908,C.17,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1908,C.17,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1908,C.17,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1909,C.18,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1909,C.18,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1909,C.18,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1909,C.18,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1910,C.19,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1910,C.19,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1910,C.19,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1910,C.19,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1911,C.20,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1911,C.20,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1911,C.20,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1911,C.20,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1912,C.21,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1912,C.21,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1912,C.21,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1912,C.21,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1913,C.22,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1913,C.22,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1913,C.22,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1913,C.22,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1914,C.23,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1914,C.23,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1914,C.23,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1914,C.23,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1915,C.24,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1915,C.24,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1915,C.24,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1915,C.24,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1916,C.25,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1916,C.25,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1916,C.25,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1916,C.25,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1917,C.26,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1917,C.26,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1917,C.26,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1917,C.26,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1918,C.27,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1918,C.27,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1918,C.27,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1918,C.27,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1919,C.28,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1919,C.28,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1919,C.28,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1919,C.28,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1920,C.29,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1920,C.29,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1920,C.29,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1920,C.29,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1921,C.30,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1921,C.30,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1921,C.30,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1921,C.30,Control,8,8.1.1.2.6 DESIGN DETAILS,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1922,O.01,Objective,8,8.1.1.2.7 OPEN SPACES,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1922,O.01,Objective,8,8.1.1.2.7 OPEN SPACES,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1922,O.01,Objective,8,8.1.1.2.7 OPEN SPACES,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1922,O.01,Objective,8,8.1.1.2.7 OPEN SPACES,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1923,O.02,Objective,8,8.1.1.2.7 OPEN SPACES,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1923,O.02,Objective,8,8.1.1.2.7 OPEN SPACES,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1923,O.02,Objective,8,8.1.1.2.7 OPEN SPACES,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1923,O.02,Objective,8,8.1.1.2.7 OPEN SPACES,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1924,C.01,Control,8,8.1.1.2.7 OPEN SPACES,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1924,C.01,Control,8,8.1.1.2.7 OPEN SPACES,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1924,C.01,Control,8,8.1.1.2.7 OPEN SPACES,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1924,C.01,Control,8,8.1.1.2.7 OPEN SPACES,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1925,C.02,Control,8,8.1.1.2.7 OPEN SPACES,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1925,C.02,Control,8,8.1.1.2.7 OPEN SPACES,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1925,C.02,Control,8,8.1.1.2.7 OPEN SPACES,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1925,C.02,Control,8,8.1.1.2.7 OPEN SPACES,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1926,C.03,Control,8,8.1.1.2.7 OPEN SPACES,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1926,C.03,Control,8,8.1.1.2.7 OPEN SPACES,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1926,C.03,Control,8,8.1.1.2.7 OPEN SPACES,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1926,C.03,Control,8,8.1.1.2.7 OPEN SPACES,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1927,C.04,Control,8,8.1.1.2.7 OPEN SPACES,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1927,C.04,Control,8,8.1.1.2.7 OPEN SPACES,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1927,C.04,Control,8,8.1.1.2.7 OPEN SPACES,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1927,C.04,Control,8,8.1.1.2.7 OPEN SPACES,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1928,C.05,Control,8,8.1.1.2.7 OPEN SPACES,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1928,C.05,Control,8,8.1.1.2.7 OPEN SPACES,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1928,C.05,Control,8,8.1.1.2.7 OPEN SPACES,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1928,C.05,Control,8,8.1.1.2.7 OPEN SPACES,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1929,C.06,Control,8,8.1.1.2.7 OPEN SPACES,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1929,C.06,Control,8,8.1.1.2.7 OPEN SPACES,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1929,C.06,Control,8,8.1.1.2.7 OPEN SPACES,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1929,C.06,Control,8,8.1.1.2.7 OPEN SPACES,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1930,O.01,Objective,8,8.1.1.2.8 LANDSCAPING,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1930,O.01,Objective,8,8.1.1.2.8 LANDSCAPING,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1930,O.01,Objective,8,8.1.1.2.8 LANDSCAPING,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1930,O.01,Objective,8,8.1.1.2.8 LANDSCAPING,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1931,O.02,Objective,8,8.1.1.2.8 LANDSCAPING,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1931,O.02,Objective,8,8.1.1.2.8 LANDSCAPING,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1931,O.02,Objective,8,8.1.1.2.8 LANDSCAPING,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1931,O.02,Objective,8,8.1.1.2.8 LANDSCAPING,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1932,C.01,Control,8,8.1.1.2.8 LANDSCAPING,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1932,C.01,Control,8,8.1.1.2.8 LANDSCAPING,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1932,C.01,Control,8,8.1.1.2.8 LANDSCAPING,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1932,C.01,Control,8,8.1.1.2.8 LANDSCAPING,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1933,C.02,Control,8,8.1.1.2.8 LANDSCAPING,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1933,C.02,Control,8,8.1.1.2.8 LANDSCAPING,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1933,C.02,Control,8,8.1.1.2.8 LANDSCAPING,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1933,C.02,Control,8,8.1.1.2.8 LANDSCAPING,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1934,C.03,Control,8,8.1.1.2.8 LANDSCAPING,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1934,C.03,Control,8,8.1.1.2.8 LANDSCAPING,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1934,C.03,Control,8,8.1.1.2.8 LANDSCAPING,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1934,C.03,Control,8,8.1.1.2.8 LANDSCAPING,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1935,C.04,Control,8,8.1.1.2.8 LANDSCAPING,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1935,C.04,Control,8,8.1.1.2.8 LANDSCAPING,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1935,C.04,Control,8,8.1.1.2.8 LANDSCAPING,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1935,C.04,Control,8,8.1.1.2.8 LANDSCAPING,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1936,C.05,Control,8,8.1.1.2.8 LANDSCAPING,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1936,C.05,Control,8,8.1.1.2.8 LANDSCAPING,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1936,C.05,Control,8,8.1.1.2.8 LANDSCAPING,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1936,C.05,Control,8,8.1.1.2.8 LANDSCAPING,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1937,C.06,Control,8,8.1.1.2.8 LANDSCAPING,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1937,C.06,Control,8,8.1.1.2.8 LANDSCAPING,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1937,C.06,Control,8,8.1.1.2.8 LANDSCAPING,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1937,C.06,Control,8,8.1.1.2.8 LANDSCAPING,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1938,C.07,Control,8,8.1.1.2.8 LANDSCAPING,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1938,C.07,Control,8,8.1.1.2.8 LANDSCAPING,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1938,C.07,Control,8,8.1.1.2.8 LANDSCAPING,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1938,C.07,Control,8,8.1.1.2.8 LANDSCAPING,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1939,C.08,Control,8,8.1.1.2.8 LANDSCAPING,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1939,C.08,Control,8,8.1.1.2.8 LANDSCAPING,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1939,C.08,Control,8,8.1.1.2.8 LANDSCAPING,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1939,C.08,Control,8,8.1.1.2.8 LANDSCAPING,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1940,C.09,Control,8,8.1.1.2.8 LANDSCAPING,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1940,C.09,Control,8,8.1.1.2.8 LANDSCAPING,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1940,C.09,Control,8,8.1.1.2.8 LANDSCAPING,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1940,C.09,Control,8,8.1.1.2.8 LANDSCAPING,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1941,C.01,Control,8,8.1.1.2.9 PRIVACY AND SECURITY,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1941,C.01,Control,8,8.1.1.2.9 PRIVACY AND SECURITY,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1941,C.01,Control,8,8.1.1.2.9 PRIVACY AND SECURITY,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1941,C.01,Control,8,8.1.1.2.9 PRIVACY AND SECURITY,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1942,C.02,Control,8,8.1.1.2.9 PRIVACY AND SECURITY,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1942,C.02,Control,8,8.1.1.2.9 PRIVACY AND SECURITY,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1942,C.02,Control,8,8.1.1.2.9 PRIVACY AND SECURITY,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1942,C.02,Control,8,8.1.1.2.9 PRIVACY AND SECURITY,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1943,C.03,Control,8,8.1.1.2.9 PRIVACY AND SECURITY,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1943,C.03,Control,8,8.1.1.2.9 PRIVACY AND SECURITY,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1943,C.03,Control,8,8.1.1.2.9 PRIVACY AND SECURITY,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1943,C.03,Control,8,8.1.1.2.9 PRIVACY AND SECURITY,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1944,C.04,Control,8,8.1.1.2.9 PRIVACY AND SECURITY,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1944,C.04,Control,8,8.1.1.2.9 PRIVACY AND SECURITY,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1944,C.04,Control,8,8.1.1.2.9 PRIVACY AND SECURITY,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1944,C.04,Control,8,8.1.1.2.9 PRIVACY AND SECURITY,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1945,C.05,Control,8,8.1.1.2.9 PRIVACY AND SECURITY,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1945,C.05,Control,8,8.1.1.2.9 PRIVACY AND SECURITY,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1945,C.05,Control,8,8.1.1.2.9 PRIVACY AND SECURITY,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1945,C.05,Control,8,8.1.1.2.9 PRIVACY AND SECURITY,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1946,C.06,Control,8,8.1.1.2.9 PRIVACY AND SECURITY,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1946,C.06,Control,8,8.1.1.2.9 PRIVACY AND SECURITY,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1946,C.06,Control,8,8.1.1.2.9 PRIVACY AND SECURITY,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1946,C.06,Control,8,8.1.1.2.9 PRIVACY AND SECURITY,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1947,C.07,Control,8,8.1.1.2.9 PRIVACY AND SECURITY,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1947,C.07,Control,8,8.1.1.2.9 PRIVACY AND SECURITY,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1947,C.07,Control,8,8.1.1.2.9 PRIVACY AND SECURITY,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1947,C.07,Control,8,8.1.1.2.9 PRIVACY AND SECURITY,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1948,C.08,Control,8,8.1.1.2.9 PRIVACY AND SECURITY,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1948,C.08,Control,8,8.1.1.2.9 PRIVACY AND SECURITY,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1948,C.08,Control,8,8.1.1.2.9 PRIVACY AND SECURITY,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1948,C.08,Control,8,8.1.1.2.9 PRIVACY AND SECURITY,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1949,C.09,Control,8,8.1.1.2.9 PRIVACY AND SECURITY,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1949,C.09,Control,8,8.1.1.2.9 PRIVACY AND SECURITY,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1949,C.09,Control,8,8.1.1.2.9 PRIVACY AND SECURITY,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1949,C.09,Control,8,8.1.1.2.9 PRIVACY AND SECURITY,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1950,C.10,Control,8,8.1.1.2.9 PRIVACY AND SECURITY,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1950,C.10,Control,8,8.1.1.2.9 PRIVACY AND SECURITY,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1950,C.10,Control,8,8.1.1.2.9 PRIVACY AND SECURITY,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1950,C.10,Control,8,8.1.1.2.9 PRIVACY AND SECURITY,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1951,C.11,Control,8,8.1.1.2.9 PRIVACY AND SECURITY,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1951,C.11,Control,8,8.1.1.2.9 PRIVACY AND SECURITY,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1951,C.11,Control,8,8.1.1.2.9 PRIVACY AND SECURITY,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1951,C.11,Control,8,8.1.1.2.9 PRIVACY AND SECURITY,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1952,C.01,Control,8,8.1.1.2.11 HOUSING CHOICE,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1952,C.01,Control,8,8.1.1.2.11 HOUSING CHOICE,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1952,C.01,Control,8,8.1.1.2.11 HOUSING CHOICE,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1952,C.01,Control,8,8.1.1.2.11 HOUSING CHOICE,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1953,C.02,Control,8,8.1.1.2.11 HOUSING CHOICE,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1953,C.02,Control,8,8.1.1.2.11 HOUSING CHOICE,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
1953,C.02,Control,8,8.1.1.2.11 HOUSING CHOICE,Centres and Precincts,residential_flat_building,Residential Flat Buildings,Centres and Precincts
1953,C.02,Control,8,8.1.1.2.11 HOUSING CHOICE,Centres and Precincts,community_facility,Community Facilities,Centres and Precincts
1954,C.01,Control,8,8.1.1.2.12 VEHICLE ACCESS AND PARKING,Centres and Precincts,commercial_premises,Commercial Premises,Centres and Precincts
1954,C.01,Control,8,8.1.1.2.12 VEHICLE ACCESS AND PARKING,Centres and Precincts,retail_premises,Retail Premises,Centres and Precincts
