rule_id,rule_code,rule_type,part_number,section,development_sub_category,canonical_use_id,canonical_use_name,applies_to
1,O.01,Objective,2,2.1 DESIGN IN CONTEXT,All Development,*,ALL DEVELOPMENT,*
2,O.02,Objective,2,2.1 DESIGN IN CONTEXT,All Development,*,ALL DEVELOPMENT,*
3,O.03,Objective,2,2.1 DESIGN IN CONTEXT,All Development,*,ALL DEVELOPMENT,*
4,O.04,Objective,2,2.1 DESIGN IN CONTEXT,All Development,*,ALL DEVELOPMENT,*
5,O.05,Objective,2,2.1 DESIGN IN CONTEXT,All Development,*,ALL DEVELOPMENT,*
6,O.06,Objective,2,2.1 DESIGN IN CONTEXT,All Development,*,ALL DEVELOPMENT,*
7,C.01,Control,2,2.3 PRELIMINARY BUILDING ENVELOPE,All Development,*,ALL DEVELOPMENT,*
8,C.02,Control,2,2.3 PRELIMINARY BUILDING ENVELOPE,All Development,*,ALL DEVELOPMENT,*
9,C.03,Control,2,2.3 PRELIMINARY BUILDING ENVELOPE,All Development,*,ALL DEVELOPMENT,*
10,C.04,Control,2,2.3 PRELIMINARY BUILDING ENVELOPE,All Development,*,ALL DEVELOPMENT,*
11,C.05,Control,2,2.3 PRELIMINARY BUILDING ENVELOPE,All Development,*,ALL DEVELOPMENT,*
12,C.06,Control,2,2.3 PRELIMINARY BUILDING ENVELOPE,All Development,*,ALL DEVELOPMENT,*
13,C.07,Control,2,2.3 PRELIMINARY BUILDING ENVELOPE,All Development,*,ALL DEVELOPMENT,*
14,O.01,Objective,2,2.4 BUILDING FORM AND MASSING,All Development,*,ALL DEVELOPMENT,*
15,O.02,Objective,2,2.4 BUILDING FORM AND MASSING,All Development,*,ALL DEVELOPMENT,*
16,O.03,Objective,2,2.4 BUILDING FORM AND MASSING,All Development,*,ALL DEVELOPMENT,*
17,C.01,Control,2,2.4 BUILDING FORM AND MASSING,All Development,*,ALL DEVELOPMENT,*
18,C.02,Control,2,2.4 BUILDING FORM AND MASSING,All Development,*,ALL DEVELOPMENT,*
19,C.03,Control,2,2.4 BUILDING FORM AND MASSING,All Development,*,ALL DEVELOPMENT,*
20,C.04,Control,2,2.4 BUILDING FORM AND MASSING,All Development,*,ALL DEVELOPMENT,*
21,C.05,Control,2,2.4 BUILDING FORM AND MASSING,All Development,*,ALL DEVELOPMENT,*
22,C.06,Control,2,2.4 BUILDING FORM AND MASSING,All Development,*,ALL DEVELOPMENT,*
23,C.07,Control,2,2.4 BUILDING FORM AND MASSING,All Development,*,ALL DEVELOPMENT,*
24,O.01,Objective,2,2.5 STREETSCAPE AND BUILDING ADDRESS,All Development,*,ALL DEVELOPMENT,*
25,O.02,Objective,2,2.5 STREETSCAPE AND BUILDING ADDRESS,All Development,*,ALL DEVELOPMENT,*
26,O.03,Objective,2,2.5 STREETSCAPE AND BUILDING ADDRESS,All Development,*,ALL DEVELOPMENT,*
27,O.04,Objective,2,2.5 STREETSCAPE AND BUILDING ADDRESS,All Development,*,ALL DEVELOPMENT,*
28,O.05,Objective,2,2.5 STREETSCAPE AND BUILDING ADDRESS,All Development,*,ALL DEVELOPMENT,*
29,O.06,Objective,2,2.5 STREETSCAPE AND BUILDING ADDRESS,All Development,*,ALL DEVELOPMENT,*
30,O.07,Objective,2,2.5 STREETSCAPE AND BUILDING ADDRESS,All Development,*,ALL DEVELOPMENT,*
31,C.01,Control,2,2.5 STREETSCAPE AND BUILDING ADDRESS,All Development,*,ALL DEVELOPMENT,*
32,C.02,Control,2,2.5 STREETSCAPE AND BUILDING ADDRESS,All Development,*,ALL DEVELOPMENT,*
33,C.03,Control,2,2.5 STREETSCAPE AND BUILDING ADDRESS,All Development,*,ALL DEVELOPMENT,*
34,C.04,Control,2,2.5 STREETSCAPE AND BUILDING ADDRESS,All Development,*,ALL DEVELOPMENT,*
35,C.05,Control,2,2.5 STREETSCAPE AND BUILDING ADDRESS,All Development,*,ALL DEVELOPMENT,*
36,C.06,Control,2,2.5 STREETSCAPE AND BUILDING ADDRESS,All Development,*,ALL DEVELOPMENT,*
37,C.07,Control,2,2.5 STREETSCAPE AND BUILDING ADDRESS,All Development,*,ALL DEVELOPMENT,*
38,C.08,Control,2,2.5 STREETSCAPE AND BUILDING ADDRESS,All Development,*,ALL DEVELOPMENT,*
39,C.09,Control,2,2.5 STREETSCAPE AND BUILDING ADDRESS,All Development,*,ALL DEVELOPMENT,*
40,C.10,Control,2,2.5 STREETSCAPE AND BUILDING ADDRESS,All Development,*,ALL DEVELOPMENT,*
41,C.11,Control,2,2.5 STREETSCAPE AND BUILDING ADDRESS,All Development,*,ALL DEVELOPMENT,*
42,C.12,Control,2,2.5 STREETSCAPE AND BUILDING ADDRESS,All Development,*,ALL DEVELOPMENT,*
43,O.01,Objective,2,2.6 FENCES,All Development,*,ALL DEVELOPMENT,*
44,O.02,Objective,2,2.6 FENCES,All Development,*,ALL DEVELOPMENT,*
45,O.03,Objective,2,2.6 FENCES,All Development,*,ALL DEVELOPMENT,*
46,C.01,Control,2,2.6 FENCES,All Development,*,ALL DEVELOPMENT,*
47,C.02,Control,2,2.6 FENCES,All Development,*,ALL DEVELOPMENT,*
48,C.03,Control,2,2.6 FENCES,All Development,*,ALL DEVELOPMENT,*
49,C.04,Control,2,2.6 FENCES,All Development,*,ALL DEVELOPMENT,*
50,C.05,Control,2,2.6 FENCES,All Development,*,ALL DEVELOPMENT,*
51,C.06,Control,2,2.6 FENCES,All Development,*,ALL DEVELOPMENT,*
52,C.07,Control,2,2.6 FENCES,All Development,*,ALL DEVELOPMENT,*
53,C.08,Control,2,2.6 FENCES,All Development,*,ALL DEVELOPMENT,*
54,C.09,Control,2,2.6 FENCES,All Development,*,ALL DEVELOPMENT,*
55,C.10,Control,2,2.6 FENCES,All Development,*,ALL DEVELOPMENT,*
56,C.11,Control,2,2.6 FENCES,All Development,*,ALL DEVELOPMENT,*
57,O.01,Objective,2,2.7 OPEN SPACE AND LANDSCAPE,All Development,*,ALL DEVELOPMENT,*
58,O.02,Objective,2,2.7 OPEN SPACE AND LANDSCAPE,All Development,*,ALL DEVELOPMENT,*
59,O.03,Objective,2,2.7 OPEN SPACE AND LANDSCAPE,All Development,*,ALL DEVELOPMENT,*
60,O.04,Objective,2,2.7 OPEN SPACE AND LANDSCAPE,All Development,*,ALL DEVELOPMENT,*
61,O.05,Objective,2,2.7 OPEN SPACE AND LANDSCAPE,All Development,*,ALL DEVELOPMENT,*
62,O.06,Objective,2,2.7 OPEN SPACE AND LANDSCAPE,All Development,*,ALL DEVELOPMENT,*
63,O.07,Objective,2,2.7 OPEN SPACE AND LANDSCAPE,All Development,*,ALL DEVELOPMENT,*
64,O.08,Objective,2,2.7 OPEN SPACE AND LANDSCAPE,All Development,*,ALL DEVELOPMENT,*
65,O.09,Objective,2,2.7 OPEN SPACE AND LANDSCAPE,All Development,*,ALL DEVELOPMENT,*
66,O.10,Objective,2,2.7 OPEN SPACE AND LANDSCAPE,All Development,*,ALL DEVELOPMENT,*
67,C.01,Control,2,2.7 OPEN SPACE AND LANDSCAPE,All Development,*,ALL DEVELOPMENT,*
68,C.02,Control,2,2.7 OPEN SPACE AND LANDSCAPE,All Development,*,ALL DEVELOPMENT,*
69,C.03,Control,2,2.7 OPEN SPACE AND LANDSCAPE,All Development,*,ALL DEVELOPMENT,*
70,C.04,Control,2,2.7 OPEN SPACE AND LANDSCAPE,All Development,*,ALL DEVELOPMENT,*
71,C.05,Control,2,2.7 OPEN SPACE AND LANDSCAPE,All Development,*,ALL DEVELOPMENT,*
72,C.06,Control,2,2.7 OPEN SPACE AND LANDSCAPE,All Development,*,ALL DEVELOPMENT,*
73,C.07,Control,2,2.7 OPEN SPACE AND LANDSCAPE,All Development,*,ALL DEVELOPMENT,*
74,C.08,Control,2,2.7 OPEN SPACE AND LANDSCAPE,All Development,*,ALL DEVELOPMENT,*
75,C.09,Control,2,2.7 OPEN SPACE AND LANDSCAPE,All Development,*,ALL DEVELOPMENT,*
76,C.10,Control,2,2.7 OPEN SPACE AND LANDSCAPE,All Development,*,ALL DEVELOPMENT,*
77,C.11,Control,2,2.7 OPEN SPACE AND LANDSCAPE,All Development,*,ALL DEVELOPMENT,*
78,C.12,Control,2,2.7 OPEN SPACE AND LANDSCAPE,All Development,*,ALL DEVELOPMENT,*
79,C.13,Control,2,2.7 OPEN SPACE AND LANDSCAPE,All Development,*,ALL DEVELOPMENT,*
80,C.14,Control,2,2.7 OPEN SPACE AND LANDSCAPE,All Development,*,ALL DEVELOPMENT,*
81,C.15,Control,2,2.7 OPEN SPACE AND LANDSCAPE,All Development,*,ALL DEVELOPMENT,*
82,C.16,Control,2,2.7 OPEN SPACE AND LANDSCAPE,All Development,*,ALL DEVELOPMENT,*
83,C.01,Control,2,2.8 VIEWS AND VISTAS,All Development,*,ALL DEVELOPMENT,*
84,C.02,Control,2,2.8 VIEWS AND VISTAS,All Development,*,ALL DEVELOPMENT,*
85,C.03,Control,2,2.8 VIEWS AND VISTAS,All Development,*,ALL DEVELOPMENT,*
86,C.04,Control,2,2.8 VIEWS AND VISTAS,All Development,*,ALL DEVELOPMENT,*
87,C.05,Control,2,2.8 VIEWS AND VISTAS,All Development,*,ALL DEVELOPMENT,*
88,C.06,Control,2,2.8 VIEWS AND VISTAS,All Development,*,ALL DEVELOPMENT,*
89,O.01,Objective,2,2.9 PUBLIC DOMAIN,All Development,*,ALL DEVELOPMENT,*
90,O.02,Objective,2,2.9 PUBLIC DOMAIN,All Development,*,ALL DEVELOPMENT,*
91,O.03,Objective,2,2.9 PUBLIC DOMAIN,All Development,*,ALL DEVELOPMENT,*
92,O.04,Objective,2,2.9 PUBLIC DOMAIN,All Development,*,ALL DEVELOPMENT,*
93,C.01,Control,2,2.9 PUBLIC DOMAIN,All Development,*,ALL DEVELOPMENT,*
94,C.02,Control,2,2.9 PUBLIC DOMAIN,All Development,*,ALL DEVELOPMENT,*
95,C.03,Control,2,2.9 PUBLIC DOMAIN,All Development,*,ALL DEVELOPMENT,*
96,C.04,Control,2,2.9 PUBLIC DOMAIN,All Development,*,ALL DEVELOPMENT,*
97,C.05,Control,2,2.9 PUBLIC DOMAIN,All Development,*,ALL DEVELOPMENT,*
98,C.06,Control,2,2.9 PUBLIC DOMAIN,All Development,*,ALL DEVELOPMENT,*
99,C.07,Control,2,2.9 PUBLIC DOMAIN,All Development,*,ALL DEVELOPMENT,*
100,C.08,Control,2,2.9 PUBLIC DOMAIN,All Development,*,ALL DEVELOPMENT,*
101,C.09,Control,2,2.9 PUBLIC DOMAIN,All Development,*,ALL DEVELOPMENT,*
102,C.10,Control,2,2.9 PUBLIC DOMAIN,All Development,*,ALL DEVELOPMENT,*
103,O.01,Objective,2,2.10 ACCESSIBILITY AND CONNECTIVITY,All Development,*,ALL DEVELOPMENT,*
104,O.02,Objective,2,2.10 ACCESSIBILITY AND CONNECTIVITY,All Development,*,ALL DEVELOPMENT,*
105,O.03,Objective,2,2.10 ACCESSIBILITY AND CONNECTIVITY,All Development,*,ALL DEVELOPMENT,*
106,C.01,Control,2,2.10 ACCESSIBILITY AND CONNECTIVITY,All Development,*,ALL DEVELOPMENT,*
107,C.02,Control,2,2.10 ACCESSIBILITY AND CONNECTIVITY,All Development,*,ALL DEVELOPMENT,*
108,C.03,Control,2,2.10 ACCESSIBILITY AND CONNECTIVITY,All Development,*,ALL DEVELOPMENT,*
109,C.04,Control,2,2.10 ACCESSIBILITY AND CONNECTIVITY,All Development,*,ALL DEVELOPMENT,*
110,C.05,Control,2,2.10 ACCESSIBILITY AND CONNECTIVITY,All Development,*,ALL DEVELOPMENT,*
111,C.06,Control,2,2.10 ACCESSIBILITY AND CONNECTIVITY,All Development,*,ALL DEVELOPMENT,*
112,C.07,Control,2,2.10 ACCESSIBILITY AND CONNECTIVITY,All Development,*,ALL DEVELOPMENT,*
113,C.08,Control,2,2.10 ACCESSIBILITY AND CONNECTIVITY,All Development,*,ALL DEVELOPMENT,*
114,C.09,Control,2,2.10 ACCESSIBILITY AND CONNECTIVITY,All Development,*,ALL DEVELOPMENT,*
115,C.10,Control,2,2.10 ACCESSIBILITY AND CONNECTIVITY,All Development,*,ALL DEVELOPMENT,*
116,O.01,Objective,2,2.11 ACCESS FOR PEOPLE WITH A DISABILITY,All Development,*,ALL DEVELOPMENT,*
117,O.02,Objective,2,2.11 ACCESS FOR PEOPLE WITH A DISABILITY,All Development,*,ALL DEVELOPMENT,*
118,C.01,Control,2,2.11 ACCESS FOR PEOPLE WITH A DISABILITY,All Development,*,ALL DEVELOPMENT,*
119,C.01,Control,2,2.12 AMENITIES IN BUILDINGS AVAILABLE TO THE PUBLIC,All Development,*,ALL DEVELOPMENT,*
120,O.01,Objective,2,2.13 CULTURE AND PUBLIC ART,All Development,*,ALL DEVELOPMENT,*
121,O.02,Objective,2,2.13 CULTURE AND PUBLIC ART,All Development,*,ALL DEVELOPMENT,*
122,O.03,Objective,2,2.13 CULTURE AND PUBLIC ART,All Development,*,ALL DEVELOPMENT,*
123,O.04,Objective,2,2.13 CULTURE AND PUBLIC ART,All Development,*,ALL DEVELOPMENT,*
124,C.01,Control,2,2.13 CULTURE AND PUBLIC ART,All Development,*,ALL DEVELOPMENT,*
125,C.02,Control,2,2.13 CULTURE AND PUBLIC ART,All Development,*,ALL DEVELOPMENT,*
126,C.03,Control,2,2.13 CULTURE AND PUBLIC ART,All Development,*,ALL DEVELOPMENT,*
127,O.01,Objective,2,2.14 SAFETY AND SECURITY,All Development,*,ALL DEVELOPMENT,*
128,O.02,Objective,2,2.14 SAFETY AND SECURITY,All Development,*,ALL DEVELOPMENT,*
129,O.03,Objective,2,2.14 SAFETY AND SECURITY,All Development,*,ALL DEVELOPMENT,*
130,O.04,Objective,2,2.14 SAFETY AND SECURITY,All Development,*,ALL DEVELOPMENT,*
131,O.05,Objective,2,2.14 SAFETY AND SECURITY,All Development,*,ALL DEVELOPMENT,*
132,C.01,Control,2,2.14 SAFETY AND SECURITY,All Development,*,ALL DEVELOPMENT,*
133,C.02,Control,2,2.14 SAFETY AND SECURITY,All Development,*,ALL DEVELOPMENT,*
134,C.03,Control,2,2.14 SAFETY AND SECURITY,All Development,*,ALL DEVELOPMENT,*
135,C.04,Control,2,2.14 SAFETY AND SECURITY,All Development,*,ALL DEVELOPMENT,*
136,C.05,Control,2,2.14 SAFETY AND SECURITY,All Development,*,ALL DEVELOPMENT,*
137,C.06,Control,2,2.14 SAFETY AND SECURITY,All Development,*,ALL DEVELOPMENT,*
138,C.07,Control,2,2.14 SAFETY AND SECURITY,All Development,*,ALL DEVELOPMENT,*
139,C.08,Control,2,2.14 SAFETY AND SECURITY,All Development,*,ALL DEVELOPMENT,*
140,C.09,Control,2,2.14 SAFETY AND SECURITY,All Development,*,ALL DEVELOPMENT,*
141,C.10,Control,2,2.14 SAFETY AND SECURITY,All Development,*,ALL DEVELOPMENT,*
142,C.11,Control,2,2.14 SAFETY AND SECURITY,All Development,*,ALL DEVELOPMENT,*
143,C.12,Control,2,2.14 SAFETY AND SECURITY,All Development,*,ALL DEVELOPMENT,*
144,O.01,Objective,2,2.15 SIGNAGE,All Development,*,ALL DEVELOPMENT,*
145,O.02,Objective,2,2.15 SIGNAGE,All Development,*,ALL DEVELOPMENT,*
146,O.03,Objective,2,2.15 SIGNAGE,All Development,*,ALL DEVELOPMENT,*
147,O.04,Objective,2,2.15 SIGNAGE,All Development,*,ALL DEVELOPMENT,*
148,O.05,Objective,2,2.15 SIGNAGE,All Development,*,ALL DEVELOPMENT,*
149,O.06,Objective,2,2.15 SIGNAGE,All Development,*,ALL DEVELOPMENT,*
150,O.07,Objective,2,2.15 SIGNAGE,All Development,*,ALL DEVELOPMENT,*
151,O.08,Objective,2,2.15 SIGNAGE,All Development,*,ALL DEVELOPMENT,*
152,C.01,Control,2,2.15 SIGNAGE,All Development,*,ALL DEVELOPMENT,*
153,C.02,Control,2,2.15 SIGNAGE,All Development,*,ALL DEVELOPMENT,*
154,C.03,Control,2,2.15 SIGNAGE,All Development,*,ALL DEVELOPMENT,*
155,C.04,Control,2,2.15 SIGNAGE,All Development,*,ALL DEVELOPMENT,*
156,C.05,Control,2,2.15 SIGNAGE,All Development,*,ALL DEVELOPMENT,*
157,C.06,Control,2,2.15 SIGNAGE,All Development,*,ALL DEVELOPMENT,*
158,C.07,Control,2,2.15 SIGNAGE,All Development,*,ALL DEVELOPMENT,*
159,C.08,Control,2,2.15 SIGNAGE,All Development,*,ALL DEVELOPMENT,*
160,C.09,Control,2,2.15 SIGNAGE,All Development,*,ALL DEVELOPMENT,*
161,C.10,Control,2,2.15 SIGNAGE,All Development,*,ALL DEVELOPMENT,*
162,C.11,Control,2,2.15 SIGNAGE,All Development,*,ALL DEVELOPMENT,*
163,C.12,Control,2,2.15 SIGNAGE,All Development,*,ALL DEVELOPMENT,*
164,C.13,Control,2,2.15 SIGNAGE,All Development,*,ALL DEVELOPMENT,*
165,C.14,Control,2,2.15 SIGNAGE,All Development,*,ALL DEVELOPMENT,*
166,C.15,Control,2,2.15 SIGNAGE,All Development,*,ALL DEVELOPMENT,*
167,C.16,Control,2,2.15 SIGNAGE,All Development,*,ALL DEVELOPMENT,*
168,C.17,Control,2,2.15 SIGNAGE,All Development,*,ALL DEVELOPMENT,*
169,C.18,Control,2,2.15 SIGNAGE,All Development,*,ALL DEVELOPMENT,*
170,C.19,Control,2,2.15 SIGNAGE,All Development,*,ALL DEVELOPMENT,*
171,C.20,Control,2,2.15 SIGNAGE,All Development,*,ALL DEVELOPMENT,*
172,C.21,Control,2,2.15 SIGNAGE,All Development,*,ALL DEVELOPMENT,*
173,C.22,Control,2,2.15 SIGNAGE,All Development,*,ALL DEVELOPMENT,*
174,C.23,Control,2,2.15 SIGNAGE,All Development,*,ALL DEVELOPMENT,*
175,C.24,Control,2,2.15 SIGNAGE,All Development,*,ALL DEVELOPMENT,*
176,C.25,Control,2,2.15 SIGNAGE,All Development,*,ALL DEVELOPMENT,*
177,C.26,Control,2,2.15 SIGNAGE,All Development,*,ALL DEVELOPMENT,*
178,C.27,Control,2,2.15 SIGNAGE,All Development,*,ALL DEVELOPMENT,*
179,C.28,Control,2,2.15 SIGNAGE,All Development,*,ALL DEVELOPMENT,*
180,C.29,Control,2,2.15 SIGNAGE,All Development,*,ALL DEVELOPMENT,*
181,C.30,Control,2,2.15 SIGNAGE,All Development,*,ALL DEVELOPMENT,*
182,C.31,Control,2,2.15 SIGNAGE,All Development,*,ALL DEVELOPMENT,*
183,C.32,Control,2,2.15 SIGNAGE,All Development,*,ALL DEVELOPMENT,*
184,C.33,Control,2,2.15 SIGNAGE,All Development,*,ALL DEVELOPMENT,*
185,O.01,Objective,3,3.1 HOUSING DIVERSITY AND CHOICE,Housing Diversity and Choice,residential_accommodation,Residential Accommodation,Housing Diversity and Choice
186,O.02,Objective,3,3.1 HOUSING DIVERSITY AND CHOICE,Housing Diversity and Choice,residential_accommodation,Residential Accommodation,Housing Diversity and Choice
187,O.03,Objective,3,3.1 HOUSING DIVERSITY AND CHOICE,Housing Diversity and Choice,residential_accommodation,Residential Accommodation,Housing Diversity and Choice
188,O.04,Objective,3,3.1 HOUSING DIVERSITY AND CHOICE,Housing Diversity and Choice,residential_accommodation,Residential Accommodation,Housing Diversity and Choice
189,O.05,Objective,3,3.1 HOUSING DIVERSITY AND CHOICE,Housing Diversity and Choice,residential_accommodation,Residential Accommodation,Housing Diversity and Choice
190,O.06,Objective,3,3.1 HOUSING DIVERSITY AND CHOICE,Housing Diversity and Choice,residential_accommodation,Residential Accommodation,Housing Diversity and Choice
191,C.01,Control,3,3.1 HOUSING DIVERSITY AND CHOICE,Housing Diversity and Choice,residential_accommodation,Residential Accommodation,Housing Diversity and Choice
192,C.02,Control,3,3.1 HOUSING DIVERSITY AND CHOICE,Housing Diversity and Choice,residential_accommodation,Residential Accommodation,Housing Diversity and Choice
193,C.03,Control,3,3.1 HOUSING DIVERSITY AND CHOICE,Housing Diversity and Choice,residential_accommodation,Residential Accommodation,Housing Diversity and Choice
194,C.04,Control,3,3.1 HOUSING DIVERSITY AND CHOICE,Housing Diversity and Choice,residential_accommodation,Residential Accommodation,Housing Diversity and Choice
195,C.05,Control,3,3.1 HOUSING DIVERSITY AND CHOICE,Housing Diversity and Choice,residential_accommodation,Residential Accommodation,Housing Diversity and Choice
196,C.06,Control,3,3.1 HOUSING DIVERSITY AND CHOICE,Housing Diversity and Choice,residential_accommodation,Residential Accommodation,Housing Diversity and Choice
197,C.01,Control,3,3.1 HOUSING DIVERSITY AND CHOICE,Housing Diversity and Choice,residential_accommodation,Residential Accommodation,Housing Diversity and Choice
198,C.02,Control,3,3.1 HOUSING DIVERSITY AND CHOICE,Housing Diversity and Choice,residential_accommodation,Residential Accommodation,Housing Diversity and Choice
199,C.03,Control,3,3.1 HOUSING DIVERSITY AND CHOICE,Housing Diversity and Choice,residential_accommodation,Residential Accommodation,Housing Diversity and Choice
200,C.04,Control,3,3.1 HOUSING DIVERSITY AND CHOICE,Housing Diversity and Choice,residential_accommodation,Residential Accommodation,Housing Diversity and Choice
201,C.05,Control,3,3.1 HOUSING DIVERSITY AND CHOICE,Housing Diversity and Choice,residential_accommodation,Residential Accommodation,Housing Diversity and Choice
202,O.01,Objective,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
203,O.02,Objective,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
204,O.03,Objective,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
205,O.04,Objective,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
206,C.01,Control,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
207,C.02,Control,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
208,C.03,Control,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
209,C.04,Control,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
210,C.05,Control,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
211,C.06,Control,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
212,C.07,Control,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
213,C.08,Control,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
214,C.09,Control,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
215,C.10,Control,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
216,C.11,Control,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
217,C.12,Control,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
218,C.13,Control,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
219,C.14,Control,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
220,C.15,Control,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
221,C.16,Control,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
222,O.01,Objective,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
223,O.02,Objective,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
224,O.03,Objective,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
225,O.04,Objective,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
226,C.01,Control,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
227,C.02,Control,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
228,C.03,Control,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
229,C.04,Control,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
230,C.05,Control,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
231,C.06,Control,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
232,C.07,Control,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
233,C.08,Control,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
234,C.09,Control,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
235,O.01,Objective,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
236,O.02,Objective,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
237,O.03,Objective,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
238,C.01,Control,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
239,C.02,Control,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
240,C.03,Control,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
241,C.04,Control,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
242,C.05,Control,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
243,C.06,Control,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
244,C.07,Control,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
245,C.08,Control,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
246,C.09,Control,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
247,C.10,Control,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
248,C.11,Control,3,3.2 GENERAL RESIDENTIAL CONTROLS,General Residential Controls,residential_accommodation,Residential Accommodation,General Residential Controls
