id,dcp,rule_code,rule_type,part_number,section,development_group,development_sub_category,canonical_use_id,canonical_use_name,applies_to,applicable_zones
997,bankstown,2.0,Control,A1,Figure 2: Key urban renewal and street tree programs as outlined in the Local AreaPlan,Precinct Controls,Centres,commercial_premises,Commercial Premises,Centres,
997,bankstown,2.0,Control,A1,Figure 2: Key urban renewal and street tree programs as outlined in the Local AreaPlan,Precinct Controls,Centres,retail_premises,Retail Premises,Centres,
997,bankstown,2.0,Control,A1,Figure 2: Key urban renewal and street tree programs as outlined in the Local AreaPlan,Precinct Controls,Centres,office_premises,Office Premises,Centres,
997,bankstown,2.0,Control,A1,Figure 2: Key urban renewal and street tree programs as outlined in the Local AreaPlan,Precinct Controls,Centres,residential_flat_building,Residential Flat Buildings,Centres,
997,bankstown,2.0,Control,A1,Figure 2: Key urban renewal and street tree programs as outlined in the Local AreaPlan,Precinct Controls,Centres,shop_top_housing,Shop Top Housing,Centres,
997,bankstown,2.0,Control,A1,Figure 2: Key urban renewal and street tree programs as outlined in the Local AreaPlan,Precinct Controls,Centres,hotel_motel,Hotel or Motel Accommodation,Centres,
997,bankstown,2.0,Control,A1,Figure 2: Key urban renewal and street tree programs as outlined in the Local AreaPlan,Precinct Controls,Centres,food_drink_premises,Food and Drink Premises,Centres,
997,bankstown,2.0,Control,A1,Figure 2: Key urban renewal and street tree programs as outlined in the Local AreaPlan,Precinct Controls,Centres,community_facility,Community Facilities,Centres,
1,bankstown,a,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,commercial_premises,Commercial Premises,Centres,
1,bankstown,a,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,retail_premises,Retail Premises,Centres,
1,bankstown,a,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,office_premises,Office Premises,Centres,
1,bankstown,a,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,residential_flat_building,Residential Flat Buildings,Centres,
1,bankstown,a,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,shop_top_housing,Shop Top Housing,Centres,
1,bankstown,a,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,hotel_motel,Hotel or Motel Accommodation,Centres,
1,bankstown,a,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,food_drink_premises,Food and Drink Premises,Centres,
1,bankstown,a,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,community_facility,Community Facilities,Centres,
2,bankstown,b,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,commercial_premises,Commercial Premises,Centres,
2,bankstown,b,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,retail_premises,Retail Premises,Centres,
2,bankstown,b,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,office_premises,Office Premises,Centres,
2,bankstown,b,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,residential_flat_building,Residential Flat Buildings,Centres,
2,bankstown,b,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,shop_top_housing,Shop Top Housing,Centres,
2,bankstown,b,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,hotel_motel,Hotel or Motel Accommodation,Centres,
2,bankstown,b,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,food_drink_premises,Food and Drink Premises,Centres,
2,bankstown,b,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,community_facility,Community Facilities,Centres,
3,bankstown,c,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,commercial_premises,Commercial Premises,Centres,
3,bankstown,c,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,retail_premises,Retail Premises,Centres,
3,bankstown,c,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,office_premises,Office Premises,Centres,
3,bankstown,c,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,residential_flat_building,Residential Flat Buildings,Centres,
3,bankstown,c,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,shop_top_housing,Shop Top Housing,Centres,
3,bankstown,c,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,hotel_motel,Hotel or Motel Accommodation,Centres,
3,bankstown,c,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,food_drink_premises,Food and Drink Premises,Centres,
3,bankstown,c,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,community_facility,Community Facilities,Centres,
4,bankstown,d,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,commercial_premises,Commercial Premises,Centres,
4,bankstown,d,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,retail_premises,Retail Premises,Centres,
4,bankstown,d,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,office_premises,Office Premises,Centres,
4,bankstown,d,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,residential_flat_building,Residential Flat Buildings,Centres,
4,bankstown,d,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,shop_top_housing,Shop Top Housing,Centres,
4,bankstown,d,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,hotel_motel,Hotel or Motel Accommodation,Centres,
4,bankstown,d,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,food_drink_premises,Food and Drink Premises,Centres,
4,bankstown,d,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,community_facility,Community Facilities,Centres,
5,bankstown,e,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,commercial_premises,Commercial Premises,Centres,
5,bankstown,e,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,retail_premises,Retail Premises,Centres,
5,bankstown,e,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,office_premises,Office Premises,Centres,
5,bankstown,e,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,residential_flat_building,Residential Flat Buildings,Centres,
5,bankstown,e,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,shop_top_housing,Shop Top Housing,Centres,
5,bankstown,e,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,hotel_motel,Hotel or Motel Accommodation,Centres,
5,bankstown,e,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,food_drink_premises,Food and Drink Premises,Centres,
5,bankstown,e,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,community_facility,Community Facilities,Centres,
6,bankstown,f,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,commercial_premises,Commercial Premises,Centres,
6,bankstown,f,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,retail_premises,Retail Premises,Centres,
6,bankstown,f,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,office_premises,Office Premises,Centres,
6,bankstown,f,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,residential_flat_building,Residential Flat Buildings,Centres,
6,bankstown,f,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,shop_top_housing,Shop Top Housing,Centres,
6,bankstown,f,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,hotel_motel,Hotel or Motel Accommodation,Centres,
6,bankstown,f,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,food_drink_premises,Food and Drink Premises,Centres,
6,bankstown,f,Objective,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,community_facility,Community Facilities,Centres,
998,bankstown,2.1,Control,A1,Figure 2: Key urban renewal and street tree programs as outlined in the Local AreaPlan,Precinct Controls,Centres,commercial_premises,Commercial Premises,Centres,
998,bankstown,2.1,Control,A1,Figure 2: Key urban renewal and street tree programs as outlined in the Local AreaPlan,Precinct Controls,Centres,retail_premises,Retail Premises,Centres,
998,bankstown,2.1,Control,A1,Figure 2: Key urban renewal and street tree programs as outlined in the Local AreaPlan,Precinct Controls,Centres,office_premises,Office Premises,Centres,
998,bankstown,2.1,Control,A1,Figure 2: Key urban renewal and street tree programs as outlined in the Local AreaPlan,Precinct Controls,Centres,residential_flat_building,Residential Flat Buildings,Centres,
998,bankstown,2.1,Control,A1,Figure 2: Key urban renewal and street tree programs as outlined in the Local AreaPlan,Precinct Controls,Centres,shop_top_housing,Shop Top Housing,Centres,
998,bankstown,2.1,Control,A1,Figure 2: Key urban renewal and street tree programs as outlined in the Local AreaPlan,Precinct Controls,Centres,hotel_motel,Hotel or Motel Accommodation,Centres,
998,bankstown,2.1,Control,A1,Figure 2: Key urban renewal and street tree programs as outlined in the Local AreaPlan,Precinct Controls,Centres,food_drink_premises,Food and Drink Premises,Centres,
998,bankstown,2.1,Control,A1,Figure 2: Key urban renewal and street tree programs as outlined in the Local AreaPlan,Precinct Controls,Centres,community_facility,Community Facilities,Centres,
7,bankstown,2.1,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,commercial_premises,Commercial Premises,Centres,
7,bankstown,2.1,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,retail_premises,Retail Premises,Centres,
7,bankstown,2.1,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,office_premises,Office Premises,Centres,
7,bankstown,2.1,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,residential_flat_building,Residential Flat Buildings,Centres,
7,bankstown,2.1,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,shop_top_housing,Shop Top Housing,Centres,
7,bankstown,2.1,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,hotel_motel,Hotel or Motel Accommodation,Centres,
7,bankstown,2.1,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,food_drink_premises,Food and Drink Premises,Centres,
7,bankstown,2.1,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,community_facility,Community Facilities,Centres,
8,bankstown,2.2,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,commercial_premises,Commercial Premises,Centres,
8,bankstown,2.2,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,retail_premises,Retail Premises,Centres,
8,bankstown,2.2,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,office_premises,Office Premises,Centres,
8,bankstown,2.2,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,residential_flat_building,Residential Flat Buildings,Centres,
8,bankstown,2.2,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,shop_top_housing,Shop Top Housing,Centres,
8,bankstown,2.2,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,hotel_motel,Hotel or Motel Accommodation,Centres,
8,bankstown,2.2,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,food_drink_premises,Food and Drink Premises,Centres,
8,bankstown,2.2,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,community_facility,Community Facilities,Centres,
999,bankstown,2.3,Control,A1,Site specific provisions: Nos. 83–99 North Terrace in Bankstown,Precinct Controls,Centres,commercial_premises,Commercial Premises,Centres,
999,bankstown,2.3,Control,A1,Site specific provisions: Nos. 83–99 North Terrace in Bankstown,Precinct Controls,Centres,retail_premises,Retail Premises,Centres,
999,bankstown,2.3,Control,A1,Site specific provisions: Nos. 83–99 North Terrace in Bankstown,Precinct Controls,Centres,office_premises,Office Premises,Centres,
999,bankstown,2.3,Control,A1,Site specific provisions: Nos. 83–99 North Terrace in Bankstown,Precinct Controls,Centres,residential_flat_building,Residential Flat Buildings,Centres,
999,bankstown,2.3,Control,A1,Site specific provisions: Nos. 83–99 North Terrace in Bankstown,Precinct Controls,Centres,shop_top_housing,Shop Top Housing,Centres,
999,bankstown,2.3,Control,A1,Site specific provisions: Nos. 83–99 North Terrace in Bankstown,Precinct Controls,Centres,hotel_motel,Hotel or Motel Accommodation,Centres,
999,bankstown,2.3,Control,A1,Site specific provisions: Nos. 83–99 North Terrace in Bankstown,Precinct Controls,Centres,food_drink_premises,Food and Drink Premises,Centres,
999,bankstown,2.3,Control,A1,Site specific provisions: Nos. 83–99 North Terrace in Bankstown,Precinct Controls,Centres,community_facility,Community Facilities,Centres,
9,bankstown,2.3,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,commercial_premises,Commercial Premises,Centres,
9,bankstown,2.3,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,retail_premises,Retail Premises,Centres,
9,bankstown,2.3,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,office_premises,Office Premises,Centres,
9,bankstown,2.3,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,residential_flat_building,Residential Flat Buildings,Centres,
9,bankstown,2.3,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,shop_top_housing,Shop Top Housing,Centres,
9,bankstown,2.3,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,hotel_motel,Hotel or Motel Accommodation,Centres,
9,bankstown,2.3,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,food_drink_premises,Food and Drink Premises,Centres,
9,bankstown,2.3,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,community_facility,Community Facilities,Centres,
1000,bankstown,2.4,Control,A1,Site specific provisions: No. 32 Kitchener Parade in Bankstown,Precinct Controls,Centres,commercial_premises,Commercial Premises,Centres,
1000,bankstown,2.4,Control,A1,Site specific provisions: No. 32 Kitchener Parade in Bankstown,Precinct Controls,Centres,retail_premises,Retail Premises,Centres,
1000,bankstown,2.4,Control,A1,Site specific provisions: No. 32 Kitchener Parade in Bankstown,Precinct Controls,Centres,office_premises,Office Premises,Centres,
1000,bankstown,2.4,Control,A1,Site specific provisions: No. 32 Kitchener Parade in Bankstown,Precinct Controls,Centres,residential_flat_building,Residential Flat Buildings,Centres,
1000,bankstown,2.4,Control,A1,Site specific provisions: No. 32 Kitchener Parade in Bankstown,Precinct Controls,Centres,shop_top_housing,Shop Top Housing,Centres,
1000,bankstown,2.4,Control,A1,Site specific provisions: No. 32 Kitchener Parade in Bankstown,Precinct Controls,Centres,hotel_motel,Hotel or Motel Accommodation,Centres,
1000,bankstown,2.4,Control,A1,Site specific provisions: No. 32 Kitchener Parade in Bankstown,Precinct Controls,Centres,food_drink_premises,Food and Drink Premises,Centres,
1000,bankstown,2.4,Control,A1,Site specific provisions: No. 32 Kitchener Parade in Bankstown,Precinct Controls,Centres,community_facility,Community Facilities,Centres,
10,bankstown,2.4,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,commercial_premises,Commercial Premises,Centres,
10,bankstown,2.4,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,retail_premises,Retail Premises,Centres,
10,bankstown,2.4,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,office_premises,Office Premises,Centres,
10,bankstown,2.4,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,residential_flat_building,Residential Flat Buildings,Centres,
10,bankstown,2.4,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,shop_top_housing,Shop Top Housing,Centres,
10,bankstown,2.4,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,hotel_motel,Hotel or Motel Accommodation,Centres,
10,bankstown,2.4,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,food_drink_premises,Food and Drink Premises,Centres,
10,bankstown,2.4,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,community_facility,Community Facilities,Centres,
1001,bankstown,2.5,Control,A1,Building orientation,Precinct Controls,Centres,commercial_premises,Commercial Premises,Centres,
1001,bankstown,2.5,Control,A1,Building orientation,Precinct Controls,Centres,retail_premises,Retail Premises,Centres,
1001,bankstown,2.5,Control,A1,Building orientation,Precinct Controls,Centres,office_premises,Office Premises,Centres,
1001,bankstown,2.5,Control,A1,Building orientation,Precinct Controls,Centres,residential_flat_building,Residential Flat Buildings,Centres,
1001,bankstown,2.5,Control,A1,Building orientation,Precinct Controls,Centres,shop_top_housing,Shop Top Housing,Centres,
1001,bankstown,2.5,Control,A1,Building orientation,Precinct Controls,Centres,hotel_motel,Hotel or Motel Accommodation,Centres,
1001,bankstown,2.5,Control,A1,Building orientation,Precinct Controls,Centres,food_drink_premises,Food and Drink Premises,Centres,
1001,bankstown,2.5,Control,A1,Building orientation,Precinct Controls,Centres,community_facility,Community Facilities,Centres,
11,bankstown,2.5,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,commercial_premises,Commercial Premises,Centres,
11,bankstown,2.5,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,retail_premises,Retail Premises,Centres,
11,bankstown,2.5,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,office_premises,Office Premises,Centres,
11,bankstown,2.5,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,residential_flat_building,Residential Flat Buildings,Centres,
11,bankstown,2.5,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,shop_top_housing,Shop Top Housing,Centres,
11,bankstown,2.5,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,hotel_motel,Hotel or Motel Accommodation,Centres,
11,bankstown,2.5,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,food_drink_premises,Food and Drink Premises,Centres,
11,bankstown,2.5,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,community_facility,Community Facilities,Centres,
12,bankstown,2.6,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,commercial_premises,Commercial Premises,Centres,
12,bankstown,2.6,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,retail_premises,Retail Premises,Centres,
12,bankstown,2.6,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,office_premises,Office Premises,Centres,
12,bankstown,2.6,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,residential_flat_building,Residential Flat Buildings,Centres,
12,bankstown,2.6,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,shop_top_housing,Shop Top Housing,Centres,
12,bankstown,2.6,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,hotel_motel,Hotel or Motel Accommodation,Centres,
12,bankstown,2.6,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,food_drink_premises,Food and Drink Premises,Centres,
12,bankstown,2.6,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,community_facility,Community Facilities,Centres,
1002,bankstown,2.7,Control,A1,Building orientation,Precinct Controls,Centres,commercial_premises,Commercial Premises,Centres,
1002,bankstown,2.7,Control,A1,Building orientation,Precinct Controls,Centres,retail_premises,Retail Premises,Centres,
1002,bankstown,2.7,Control,A1,Building orientation,Precinct Controls,Centres,office_premises,Office Premises,Centres,
1002,bankstown,2.7,Control,A1,Building orientation,Precinct Controls,Centres,residential_flat_building,Residential Flat Buildings,Centres,
1002,bankstown,2.7,Control,A1,Building orientation,Precinct Controls,Centres,shop_top_housing,Shop Top Housing,Centres,
1002,bankstown,2.7,Control,A1,Building orientation,Precinct Controls,Centres,hotel_motel,Hotel or Motel Accommodation,Centres,
1002,bankstown,2.7,Control,A1,Building orientation,Precinct Controls,Centres,food_drink_premises,Food and Drink Premises,Centres,
1002,bankstown,2.7,Control,A1,Building orientation,Precinct Controls,Centres,community_facility,Community Facilities,Centres,
13,bankstown,2.7,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,commercial_premises,Commercial Premises,Centres,
13,bankstown,2.7,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,retail_premises,Retail Premises,Centres,
13,bankstown,2.7,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,office_premises,Office Premises,Centres,
13,bankstown,2.7,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,residential_flat_building,Residential Flat Buildings,Centres,
13,bankstown,2.7,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,shop_top_housing,Shop Top Housing,Centres,
13,bankstown,2.7,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,hotel_motel,Hotel or Motel Accommodation,Centres,
13,bankstown,2.7,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,food_drink_premises,Food and Drink Premises,Centres,
13,bankstown,2.7,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,community_facility,Community Facilities,Centres,
1003,bankstown,2.8,Control,A1,Building orientation,Precinct Controls,Centres,commercial_premises,Commercial Premises,Centres,
1003,bankstown,2.8,Control,A1,Building orientation,Precinct Controls,Centres,retail_premises,Retail Premises,Centres,
1003,bankstown,2.8,Control,A1,Building orientation,Precinct Controls,Centres,office_premises,Office Premises,Centres,
1003,bankstown,2.8,Control,A1,Building orientation,Precinct Controls,Centres,residential_flat_building,Residential Flat Buildings,Centres,
1003,bankstown,2.8,Control,A1,Building orientation,Precinct Controls,Centres,shop_top_housing,Shop Top Housing,Centres,
1003,bankstown,2.8,Control,A1,Building orientation,Precinct Controls,Centres,hotel_motel,Hotel or Motel Accommodation,Centres,
1003,bankstown,2.8,Control,A1,Building orientation,Precinct Controls,Centres,food_drink_premises,Food and Drink Premises,Centres,
1003,bankstown,2.8,Control,A1,Building orientation,Precinct Controls,Centres,community_facility,Community Facilities,Centres,
14,bankstown,2.8,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,commercial_premises,Commercial Premises,Centres,
14,bankstown,2.8,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,retail_premises,Retail Premises,Centres,
14,bankstown,2.8,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,office_premises,Office Premises,Centres,
14,bankstown,2.8,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,residential_flat_building,Residential Flat Buildings,Centres,
14,bankstown,2.8,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,shop_top_housing,Shop Top Housing,Centres,
14,bankstown,2.8,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,hotel_motel,Hotel or Motel Accommodation,Centres,
14,bankstown,2.8,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,food_drink_premises,Food and Drink Premises,Centres,
14,bankstown,2.8,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,community_facility,Community Facilities,Centres,
1004,bankstown,2.9,Control,A1,Building orientation,Precinct Controls,Centres,commercial_premises,Commercial Premises,Centres,
1004,bankstown,2.9,Control,A1,Building orientation,Precinct Controls,Centres,retail_premises,Retail Premises,Centres,
1004,bankstown,2.9,Control,A1,Building orientation,Precinct Controls,Centres,office_premises,Office Premises,Centres,
1004,bankstown,2.9,Control,A1,Building orientation,Precinct Controls,Centres,residential_flat_building,Residential Flat Buildings,Centres,
1004,bankstown,2.9,Control,A1,Building orientation,Precinct Controls,Centres,shop_top_housing,Shop Top Housing,Centres,
1004,bankstown,2.9,Control,A1,Building orientation,Precinct Controls,Centres,hotel_motel,Hotel or Motel Accommodation,Centres,
1004,bankstown,2.9,Control,A1,Building orientation,Precinct Controls,Centres,food_drink_premises,Food and Drink Premises,Centres,
1004,bankstown,2.9,Control,A1,Building orientation,Precinct Controls,Centres,community_facility,Community Facilities,Centres,
15,bankstown,2.9,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,commercial_premises,Commercial Premises,Centres,
15,bankstown,2.9,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,retail_premises,Retail Premises,Centres,
15,bankstown,2.9,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,office_premises,Office Premises,Centres,
15,bankstown,2.9,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,residential_flat_building,Residential Flat Buildings,Centres,
15,bankstown,2.9,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,shop_top_housing,Shop Top Housing,Centres,
15,bankstown,2.9,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,hotel_motel,Hotel or Motel Accommodation,Centres,
15,bankstown,2.9,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,food_drink_premises,Food and Drink Premises,Centres,
15,bankstown,2.9,Control,A1,1.0 Desired character for the Bankstown CBD mixed use precincts,Precinct Controls,Centres,community_facility,Community Facilities,Centres,
1005,bankstown,2.10,Control,A1,Building orientation,Precinct Controls,Centres,commercial_premises,Commercial Premises,Centres,
1005,bankstown,2.10,Control,A1,Building orientation,Precinct Controls,Centres,retail_premises,Retail Premises,Centres,
1005,bankstown,2.10,Control,A1,Building orientation,Precinct Controls,Centres,office_premises,Office Premises,Centres,
1005,bankstown,2.10,Control,A1,Building orientation,Precinct Controls,Centres,residential_flat_building,Residential Flat Buildings,Centres,
1005,bankstown,2.10,Control,A1,Building orientation,Precinct Controls,Centres,shop_top_housing,Shop Top Housing,Centres,
1005,bankstown,2.10,Control,A1,Building orientation,Precinct Controls,Centres,hotel_motel,Hotel or Motel Accommodation,Centres,
1005,bankstown,2.10,Control,A1,Building orientation,Precinct Controls,Centres,food_drink_premises,Food and Drink Premises,Centres,
1005,bankstown,2.10,Control,A1,Building orientation,Precinct Controls,Centres,community_facility,Community Facilities,Centres,
